156,1235,1332,364,1497,1626,-219.799999999929
157,1600,1601,506,1881,2010,-247.0999999999151
158,1624,1599,487,1810,2056,-240.99999999991763
159,210,179,102,239,220,-18.299999999992124
160,57,10,68,15,28,15.799999999996485
161,9,36,9,29,40,-7.399999999998296
162,11,6,2,2,3,0.09999999999985093
163,293,703,115,700,501,-158.29999999996326
164,762,762,323,770,909,-88.59999999997211
165,635,851,193,632,729,-131.29999999997358
166,412,452,115,422,372,-68.39999999998349
167,934,1223,282,1199,921,-214.69999999994877
169,15,63,6,44,39,-14.299999999997416
180,1,0,0,0,1,0.09999999999999998
183,1,0,0,0,0,0.0999999999999813
184,4,12,11,20,0,-1.7999999999995695
187,0,0,0,0,0,0.0
190,1,1,0,0,0,-0.1000000000000186
191,0,2,0,1,0,-0.4999999999999437
192,18,21,16,29,21,-2.099999999999213
193,0,0,2,0,0,0.39999999999988783
194,18,2,11,0,4,3.5999999999991212
195,14,13,15,32,16,-1.3999999999990083
196,0,61,0,54,24,-17.59999999999652
198,1,1,0,0,0,-0.1000000000000186
199,0,0,0,1,1,-0.09999999999992526
200,2,0,0,1,0,0.10000000000001866
201,0,0,1,0,0,0.19999999999994392
202,0,0,0,0,3,5.6059251458854267E-14
203,0,0,0,3,0,-0.29999999999983185
204,3,0,0,0,0,0.29999999999994387
205,2,0,0,0,0,0.1999999999999626
206,89,8,96,16,40,24.8999999999946
207,1,2,0,0,4,-0.29999999999994376
208,1,0,1,0,1,0.29999999999994387
210,0,2,0,0,1,-0.3999999999999811
211,0,1,0,0,0,-0.1999999999999999
212,33,291,6,334,56,-87.09999999998115
213,0,1,0,1,0,-0.29999999999994387
214,0,0,0,0,1,1.8686417152951422E-14
215,0,0,0,0,0,0.0
216,2,2,1,3,1,-0.29999999999990645
219,25,15,5,16,6,-1.0999999999997379
220,6,11,6,3,1,-0.7000000000002609
221,0,1,0,1,0,-0.29999999999994387
222,1,5,0,1,3,-0.9999999999999062
223,1,0,0,0,0,0.0999999999999813
224,1,1,0,1,0,-0.19999999999996257
225,14,10,8,4,3,0.5999999999995707
228,9,13,4,1,7,-1.0000000000002047
229,0,1,0,1,1,-0.29999999999992516
231,3,1,0,1,0,0.0
232,24,18,15,11,13,0.6999999999995721
234,1,1,0,0,3,-0.09999999999996254
235,20,25,17,21,24,-1.699999999999699
236,37,35,25,26,22,-0.9000000000002233
237,2,7,3,1,7,-0.7000000000000179
239,1,1,2,1,0,0.19999999999992527
240,2,1,0,1,2,-0.09999999999994391
244,0,1,1,1,5,-0.09999999999990652
248,2,3,0,46,30,-4.999999999996898
249,2,1,0,1,5,-0.09999999999988785
250,12,1,1,3,8,0.9000000000000371
251,18,1,2,3,4,1.6999999999997941
252,1,4,4,2,4,-0.10000000000005571
253,7,6,1,5,2,-0.7999999999998688
256,121,6,34,93,139,8.40000000000364
258,5,3,1,2,2,-0.09999999999999962
259,230,48,157,73,211,37.499999999994934
278,10,5,9,6,7,1.199999999999776
279,10,10,3,1,3,-0.5000000000002425
282,315,132,76,101,128,10.199999999997912
287,38,15,11,47,37,-1.699999999998
288,361,313,137,210,164,-20.09999999999956
297,1,0,0,0,2,0.10000000000001867
298,1,1,0,1,6,-0.19999999999985044
312,0,2,0,1,2,-0.49999999999990635
313,2,1,4,1,3,0.6999999999998505
314,5,7,1,0,9,-0.6999999999999807
315,3,7,0,3,2,-1.3999999999998498
316,0,2,1,1,4,-0.2999999999999251
318,3,1,0,1,0,0.0
319,0,0,1,0,1,0.1999999999999626
320,1,1,0,0,3,-0.09999999999996254
321,1,0,0,0,0,0.0999999999999813
327,1,6,1,5,5,-1.3999999999997004
329,1,0,0,0,1,0.09999999999999998
332,2,1,0,0,0,-3.730349362740526E-14
334,0,1,0,0,0,-0.1999999999999999
338,5,1,1,0,4,0.4999999999999253
344,126,5,1,141,134,-2.299999999992002
420,226,171,33,184,182,-23.399999999992335
421,23,126,89,106,108,-15.699999999997445
422,445,62,51,288,325,13.500000000011049
423,80,43,31,87,63,-3.099999999997178
425,2889,684,1303,1282,2804,284.49999999999727
426,16,19,34,18,13,2.799999999999048
427,6,2,139,2,10,27.799999999992394
428,453,671,278,338,333,-67.09999999999883
429,307,194,134,183,251,0.400000000001711
431,267,226,76,182,239,-21.499999999994557
432,247,199,161,141,197,2.999999999997957
433,123,145,52,92,85,-15.499999999998453
434,105,64,52,65,46,1.599999999999632
437,384,265,216,286,316,2.6787461138155777E-12
438,318,398,132,261,212,-47.499999999994714
439,187,191,95,159,169,-16.399999999996737
440,237,247,109,154,179,-19.299999999998548
441,235,486,140,259,159,-71.59999999999471
442,972,1385,243,1456,1317,-276.7999999999255
443,1059,1044,354,613,876,-93.39999999998881
444,1622,480,894,1018,93,143.1999999999784
445,243,173,91,154,179,-7.4999999999976446
446,211,170,89,259,417,-20.999999999986613
447,284,299,88,209,261,-34.69999999999362
448,762,602,318,700,711,-50.59999999997951
449,212,147,95,176,258,-6.799999999994586
450,67,137,86,128,105,-16.299999999996928
451,385,131,246,236,483,37.90000000000127
452,337,247,138,149,341,-2.9999999999993
453,285,78,78,201,272,8.400000000006651
455,255,98,53,199,182,-3.3999999999931667
459,232,148,178,247,204,4.500000000003347
460,146,162,21,240,278,-37.59999999998524
461,50,92,43,105,117,-15.299999999995265
462,1,2,0,1,3,-0.3999999999999063
463,10,27,8,81,40,-10.899999999995343
464,242,151,111,130,173,3.1999999999997826
465,161,373,97,247,142,-63.7999999999919
466,234,239,134,87,129,-6.300000000004584
467,785,337,338,181,415,60.599999999984306
468,208,208,98,138,153,-14.999999999998774
469,5,2,4,4,0,0.49999999999990663
470,562,479,354,423,455,-11.099999999998104
471,219,193,86,159,170,-15.399999999996808
472,68,45,38,27,20,2.6999999999984894
473,263,301,136,215,197,-28.199999999996777
474,426,523,126,398,367,-76.59999999998581
475,283,274,86,188,174,-28.099999999996292
476,244,210,98,156,147,-13.599999999998541
477,165,153,95,126,135,-7.699999999998813
478,269,816,34,381,645,-167.59999999997348
479,122,1070,90,249,348,-208.69999999998677
480,507,453,207,396,477,-38.099999999989926
481,572,546,128,477,528,-74.09999999998122
482,347,174,118,240,249,-0.49999999999498
483,382,305,130,336,459,-30.39999999998699
484,240,429,59,580,249,-107.99999999997058
485,613,388,275,278,443,10.899999999997021
486,1526,1386,531,1314,1101,-149.79999999996397
487,1358,72,836,159,1045,272.69999999995616
488,2,4,0,1,0,-0.6999999999999809
489,9,6,0,9,6,-1.1999999999995512
490,66,39,64,18,82,9.799999999997723
491,1329,302,779,164,1453,211.8999999999678
492,1232,673,537,721,1151,23.90000000000883
493,2501,570,1057,2372,2704,110.30000000007752
494,2133,272,1072,469,1338,326.3999999999513
495,154,2,74,0,21,29.79999999999336
496,1100,120,478,169,782,164.6999999999767
497,731,26,369,50,372,136.69999999997538
499,235,254,172,181,309,-10.999999999998096
500,337,210,192,337,398,-3.5999999999907217
502,400,193,217,214,328,23.399999999998492
503,403,361,130,279,484,-33.799999999990106
504,1168,1725,406,1104,1526,-257.399999999954
505,982,1096,492,783,908,-100.89999999998503
506,1070,304,285,349,761,68.29999999999782
507,20,392,22,240,17,-95.99999999998779
508,80,110,123,246,47,-13.999999999993705
509,979,922,328,843,721,-105.19999999997589
511,985,1031,551,1023,1089,-99.79999999997156
512,691,637,291,698,729,-69.89999999997644
513,83,110,19,150,72,-24.899999999992854
515,1018,1096,370,1094,1036,-152.79999999995897
516,1197,1275,559,998,1043,-123.29999999997814
517,1946,2436,816,2310,1794,-360.3999999999188
518,2562,3220,1067,2815,2689,-455.89999999989936
519,3336,3879,1287,3310,2834,-515.7999999998958
521,1170,1370,384,1286,1347,-208.79999999994607
522,966,1278,354,1273,1085,-215.49999999994614
523,393,501,152,596,382,-90.09999999997527
524,279,405,100,254,227,-58.49999999999231
525,411,363,174,343,438,-30.99999999998999
526,385,479,209,443,411,-59.79999999998636
527,363,533,192,560,394,-87.89999999997875
528,121,267,83,280,152,-52.69999999998835
529,56,125,22,184,78,-33.3999999999905
530,204,254,70,259,148,-42.29999999999042
531,377,373,136,328,289,-42.49999999999088
532,1499,1949,606,1177,1016,-236.3999999999769
533,1665,1830,702,1276,1067,-186.69999999997884
534,279,205,129,188,186,-6.099999999998417
535,1546,1093,700,1202,1425,-44.19999999997404
536,35,44,11,34,57,-6.4999999999982965
537,853,1131,353,934,762,-163.69999999996907
538,3301,3265,1167,2796,3073,-369.09999999991265
539,74,117,28,96,105,-19.9999999999956
540,490,350,206,461,530,-25.899999999984942
541,2,0,0,3,2,-0.09999999999983189
542,211,223,57,191,173,-31.19999999999319
544,1515,1186,520,1293,1601,-110.99999999995495
545,363,430,120,378,396,-63.49999999998487
547,1902,1961,718,2415,2453,-299.8999999998944
548,1527,1526,252,1337,1453,-235.79999999994044
549,505,390,164,488,533,-43.49999999998127
550,3591,2050,1786,2132,3542,93.10000000001861
551,2799,2145,979,2438,3157,-197.0999999999113
552,3553,2298,1366,3752,3554,-206.2999999998661
554,786,86,369,68,254,128.39999999997318
555,481,51,190,111,560,64.79999999999704
556,264,84,132,103,185,25.6999999999969
557,1809,494,925,720,1417,195.09999999998118
558,304,284,201,230,361,-9.199999999997289
559,1146,558,484,729,1015,26.900000000011303
576,1621,504,808,847,1305,138.1999999999963
577,341,190,184,235,304,9.400000000002173
578,554,441,279,220,446,0.9999999999946922
580,0,2,0,0,1,-0.3999999999999811
581,207,127,66,155,147,-6.999999999996115
582,140,176,68,112,153,-18.799999999997283
583,1,1,0,2,5,-0.2999999999998131
586,1,5,0,2,6,-1.099999999999794
587,2,9,0,2,3,-1.7999999999998684
588,6,1,1,6,5,2.6148527787484E-13
589,753,440,236,346,584,-0.0999999999969603
590,220,163,58,188,193,-17.799999999993204
591,384,384,145,512,501,-60.5999999999772
592,552,262,209,582,475,-13.599999999980511
594,120,134,59,180,170,-20.99999999999227
595,816,357,242,620,690,-3.3999999999811124
596,353,173,82,244,419,-7.299999999989673
597,428,492,185,716,475,-90.19999999996932
598,199,155,41,196,142,-22.499999999992365
599,34,125,10,134,72,-32.999999999992326
600,43,112,18,82,41,-22.699999999996436
601,67,114,33,111,61,-20.599999999995735
602,66,104,37,73,46,-14.09999999999835
603,0,1,1,5,1,-0.49999999999975697
605,2,3,0,0,3,-0.399999999999981
607,2421,1838,899,2556,2357,-201.29999999990827
608,330,73,100,47,207,33.69999999999473
609,233,93,51,113,212,3.6000000000030887
611,158,61,33,79,106,2.3000000000016128
612,509,234,155,342,370,0.9000000000079034
613,870,608,236,667,709,-54.09999999997881
614,248,149,80,197,252,-8.69999999999336
615,301,220,92,207,294,-16.199999999993672
616,434,281,177,273,298,-4.699999999997139
617,792,219,368,319,440,77.09999999999069
618,878,247,453,256,471,103.39999999998136
619,845,346,322,421,637,37.600000000001685
620,227,111,98,103,157,9.799999999998978
621,268,279,119,298,273,-34.99999999998984
622,367,360,140,359,276,-43.19999999998938
623,240,226,122,207,170,-17.499999999996515
624,317,292,152,333,203,-29.59999999999196
625,297,298,142,459,184,-47.39999999998433
627,70,34,32,22,37,4.3999999999988235
628,133,67,58,81,66,3.4000000000000394
629,180,127,46,145,151,-12.69999999999499
630,695,931,193,945,673,-172.59999999995824
631,53,284,6,431,250,-93.39999999997247
632,49,391,4,280,255,-100.49999999998066
642,390,28,171,131,186,54.499999999993946
643,264,229,99,140,152,-13.599999999999774
644,70,52,30,59,93,-3.29999999999794
645,7,13,2,14,9,-2.8999999999992885
646,173,139,63,128,130,-10.69999999999715
647,134,83,59,96,91,-0.9999999999987228
648,5,4,3,6,6,-0.29999999999981286
649,200,109,104,126,140,6.400000000000112
650,132,84,31,169,184,-14.299999999991286
653,5,1,3,4,12,0.500000000000187
655,32,47,5,32,26,-8.399999999998592
656,1,1,0,1,0,-0.19999999999996257
657,2,1,2,3,2,0.10000000000005604
660,39,18,12,37,33,-0.9999999999987099
661,126,163,47,121,160,-22.699999999995207
662,62,65,17,89,87,-12.299999999995489
663,14,14,3,11,13,-1.8999999999995687
664,259,253,105,163,213,-19.99999999999759
665,161,93,60,111,168,-1.599999999997003
667,240,298,86,248,297,-43.19999999998982
668,61,75,28,56,88,-8.89999999999792
669,164,321,75,244,230,-57.199999999989274
670,187,406,90,269,233,-71.39999999998906
671,610,1313,270,950,716,-242.5999999999598
672,64,130,9,146,92,-32.399999999991785
673,27,74,7,45,30,-15.199999999997804
675,13,31,11,23,15,-4.999999999999286
676,4,6,0,3,6,-1.099999999999794
677,0,0,0,0,2,3.7372834305902845E-14
678,160,533,73,482,302,-124.19999999997435
679,14,53,11,22,26,-9.199999999999154
681,49,99,18,128,75,-24.099999999993344
682,790,1585,368,870,704,-251.39999999997335
683,255,431,133,451,430,-79.19999999997884
684,192,306,89,243,254,-48.49999999999018
685,1,3,0,2,3,-0.6999999999998501
687,1,1,0,0,0,-0.1000000000000186
689,180,149,93,144,143,-7.599999999997827
690,231,242,103,189,327,-23.599999999993365
692,204,135,68,155,112,-8.499999999996827
693,1,2,0,1,1,-0.39999999999994373
694,166,148,48,127,163,-16.09999999999561
696,832,234,271,186,273,71.9999999999848
697,157,66,52,73,49,5.599999999999163
698,43,11,6,8,11,2.4999999999995146
699,82,62,24,43,28,-3.6999999999999407
700,228,124,80,116,172,2.400000000000979
702,127,137,53,97,74,-13.799999999998516
703,1,0,0,0,0,0.0999999999999813
704,192,247,121,149,211,-20.89999999999807
705,0,12,1,4,2,-2.599999999999793
706,157,70,24,88,164,-2.2999999999962757
708,1216,164,277,423,1102,101.90000000000606
709,3,1,0,1,0,0.0
710,697,14,323,88,368,122.69999999998068
711,113,47,37,46,57,4.69999999999946
714,50,141,20,94,83,-28.599999999995227
716,448,131,166,249,328,26.900000000002414
717,320,70,74,192,197,13.600000000004316
718,292,163,112,142,144,4.799999999998924
719,219,52,79,75,71,19.799999999997006
720,161,50,56,87,33,8.599999999999348
721,718,507,275,502,522,-24.79999999999091
722,13,59,12,18,12,-9.899999999999677
724,825,66,486,136,859,152.899999999981
726,183,163,53,45,81,-8.200000000002348
727,291,131,128,153,434,13.200000000004078
728,24,12,1,7,13,-0.49999999999986844
729,364,287,139,447,361,-37.89999999998277
730,91,181,113,111,169,-15.599999999998644
732,7,4,2,9,6,-0.5999999999996259
733,29,38,11,18,17,-4.2999999999998275
737,1,5,2,3,0,-0.7999999999999625
738,317,523,146,416,397,-85.29999999998333
739,8,2,6,5,4,1.099999999999869
740,3,14,14,3,12,-4.476419235288631E-13
741,31,50,10,44,53,-9.299999999997677
742,481,563,175,566,387,-86.09999999997979
743,785,899,466,740,642,-82.0999999999872
744,1009,856,230,1003,882,-124.59999999995895
745,773,528,211,501,434,-36.19999999999004
746,76,78,37,95,57,-10.099999999997095
747,478,423,212,298,286,-24.199999999998724
748,1370,1404,376,1385,1464,-207.0999999999416
749,475,390,173,410,504,-36.89999999998614
750,1484,1742,357,1456,1347,-274.19999999994076
751,25,0,0,5,4,1.9999999999998874
752,135,205,157,73,39,-3.400000000006486
753,14,11,3,5,14,-0.6999999999998872
754,196,206,73,165,211,-23.499999999994547
755,702,536,301,865,1219,-63.299999999958686
758,2488,1286,949,931,1661,88.29999999998361
759,1069,756,551,714,847,-5.499999999994955
760,5830,1444,2446,1059,2811,677.4999999998658
762,1229,787,634,793,699,12.999999999999048
763,0,0,0,0,0,0.0
768,345,568,380,443,384,-47.399999999995714
769,917,704,354,501,393,-28.400000000001512
770,1108,1862,719,1121,711,-229.89999999998471
772,48,946,13,702,296,-251.99999999995663
773,199,159,62,144,216,-13.899999999995073
775,2460,1530,769,784,1099,15.399999999975506
776,2451,1542,783,1248,1694,-31.499999999988006
777,15,8,6,2,15,0.8999999999997763
778,3,1,0,2,1,-0.0999999999999252
779,2,8,3,3,1,-1.100000000000018
780,1,2,1,6,1,-0.6999999999997196
781,4,6,3,6,4,-0.7999999999998311
782,969,658,330,738,1098,-42.499999999974676
783,258,318,41,164,173,-45.99999999999467
784,69,5,6,7,27,6.39999999999927
785,64,69,36,116,69,-11.799999999995418
786,371,403,101,366,311,-59.899999999986235
787,2,1,1,0,4,0.19999999999998136
788,22,29,3,27,15,-5.699999999998782
789,3,0,0,4,6,-0.09999999999971976
790,3,8,0,1,1,-1.3999999999999806
791,1,0,0,0,0,0.0999999999999813
792,37,26,15,17,20,-0.20000000000020401
793,72,54,61,30,30,5.599999999997482
794,339,248,83,202,253,-19.299999999994906
795,353,169,102,188,268,3.1000000000032415
796,43,10,14,20,37,3.1000000000002244
798,859,1771,311,811,815,-287.19999999997265
801,503,337,185,304,327,-10.49999999999659
802,137,106,50,107,101,-8.199999999997472
803,60,71,28,44,28,-6.999999999999696
805,54,25,17,20,14,1.7999999999994234
806,82,74,38,70,66,-5.9999999999985
807,123,73,35,72,116,-2.4999999999980496
810,172,158,92,142,185,-10.19999999999694
812,60,27,16,32,49,0.600000000000692
814,50,108,14,99,115,-23.69999999999401
815,1,0,0,1,1,5.6038507167954776E-14
817,54,83,4,96,147,-19.999999999993097
818,48,22,14,69,174,-3.699999999994561
819,3,0,0,4,2,-0.09999999999979453
820,6,18,1,7,8,-3.4999999999996256
821,1458,1077,515,1080,1445,-74.59999999996847
822,647,1159,581,970,1252,-147.89999999996678
823,13,23,5,8,13,-3.099999999999829
824,265,403,122,339,397,-63.59999999998534
825,57,132,14,95,48,-27.399999999995618
826,1,3,0,1,1,-0.5999999999999436
827,891,772,402,1012,1075,-86.0999999999623
828,276,379,255,320,326,-29.19999999999539
829,198,360,53,251,166,-66.69999999998946
839,764,658,533,388,570,12.599999999988299
840,920,632,467,507,672,8.299999999997652
841,936,811,607,593,626,-6.500000000006523
842,911,1277,485,973,531,-164.5999999999796
843,1526,1895,662,1207,917,-214.69999999998075
844,334,153,168,164,133,19.999999999996028
845,912,283,326,412,587,58.59999999999876
846,129,110,104,119,74,-0.20000000000017693
847,220,53,147,153,141,25.499999999998863
849,0,5,1,3,11,-1.099999999999682
850,554,380,328,366,371,8.399999999998734
851,384,84,111,68,161,36.99999999999342
852,211,173,156,141,194,3.5999999999988574
854,94,45,42,55,50,3.29999999999991
855,291,239,139,243,148,-15.199999999996816
856,328,365,188,354,151,-37.99999999999397
857,102,55,38,26,67,4.199999999998677
858,1205,452,579,630,696,82.89999999999338
860,82,48,38,49,56,1.3000000000001348
861,65,32,15,32,17,-0.0999999999999428
862,493,413,224,403,316,-28.799999999993233
863,447,627,157,419,442,-91.19999999998535
864,16,26,8,17,24,-3.6999999999993447
865,616,803,264,661,977,-112.29999999997094
866,0,0,1,0,1,0.1999999999999626
867,360,65,106,93,95,34.899999999994314
868,751,226,442,206,144,97.69999999997542
869,1,0,0,1,3,9.341138973439911E-14
870,5,70,84,16,0,1.6999999999961002
872,79,350,25,270,108,-84.0999999999857
873,8,50,12,47,32,-11.499999999997584
874,167,1581,136,979,415,-370.199999999948
875,122,334,79,192,273,-57.99999999999081
876,94,197,145,165,114,-17.499999999998483
878,0,0,0,0,1,1.8686417152951422E-14
879,2,1,1,1,1,0.09999999999998135
880,1,1,1,1,4,5.6066262743570405E-14
881,110,318,2,69,210,-59.099999999994346
882,12,260,3,89,59,-59.099999999994274
883,75,73,22,41,31,-6.799999999999752
884,6,1,0,2,2,0.20000000000003731
885,4,5,4,1,3,0.09999999999981335
886,2,5,4,2,4,-0.20000000000007423
887,117,68,32,74,104,-2.899999999997882
888,15,181,32,108,12,-39.09999999999577
889,502,725,178,446,366,-103.79999999998742
890,380,811,180,516,486,-139.79999999997912
891,264,351,118,254,181,-45.5999999999939
892,382,672,56,474,391,-132.39999999997633
893,145,257,66,193,173,-42.99999999999235
894,35,44,7,49,33,-8.79999999999768
895,148,171,88,158,150,-17.59999999999603
896,197,236,81,213,201,-32.599999999992505
897,20,93,15,53,51,-18.899999999997284
898,168,781,45,260,241,-156.39999999998653
899,479,671,182,412,471,-91.0999999999872
900,133,32,35,27,98,11.199999999998898
901,6,65,6,32,16,-14.399999999998348
902,81,2,51,9,69,16.999999999997417
903,182,130,104,57,128,7.299999999996363
904,113,180,34,117,164,-29.59999999999438
905,4,4,2,1,1,-0.10000000000011183
909,1,1,0,0,0,-0.1000000000000186
934,26,129,5,38,17,-25.999999999998305
936,76,211,52,112,134,-35.399999999995536
937,1,3,21,5,1,3.199999999999103
938,1348,1369,488,1626,1676,-203.99999999992997
939,37,289,14,52,99,-56.49999999999668
940,173,150,90,123,154,-6.999999999998497
941,319,294,147,292,228,-26.699999999993544
942,491,379,242,365,377,-14.799999999995215
943,0,0,1,2,2,9.33975119465913E-14
944,390,347,149,485,614,-49.09999999997696
945,712,608,375,898,1114,-65.19999999996315
947,2,0,0,0,1,0.19999999999998128
948,709,448,360,925,817,-39.19999999996628
949,717,1131,413,963,1021,-168.19999999996338
950,79,177,116,12,85,-5.500000000005706
951,4,1,1,1,2,0.29999999999996263
953,282,505,185,341,313,-69.8999999999906
954,316,448,162,403,375,-65.89999999998534
955,822,1391,435,990,725,-207.9999999999706
956,545,720,244,581,546,-98.79999999998103
957,748,623,393,657,620,-36.89999999998756
958,1817,2038,810,1816,1345,-245.4999999999522
959,610,1226,286,910,611,-217.99999999996493
962,870,1370,363,1231,777,-237.49999999995302
963,1823,1728,815,1703,1409,-170.5999999999578
964,273,387,121,342,186,-60.099999999989194
965,2381,2866,983,3051,2131,-443.5999999998886
966,555,218,251,181,188,43.99999999998922
969,104,192,53,181,147,-35.499999999992
970,1075,484,307,502,738,21.900000000004653
971,842,475,279,709,410,-25.899999999983933
973,25,17,11,9,18,0.3999999999997583
976,14,42,5,43,14,-10.299999999997866
977,236,316,93,352,225,-56.19999999998564
978,392,468,102,357,398,-69.69999999998555
979,706,641,190,705,696,-90.09999999997129
980,638,976,162,772,635,-176.19999999996574
981,423,382,244,359,365,-21.19999999999461
983,646,974,276,621,485,-137.0999999999836
984,1023,670,453,806,631,-21.69999999998751
985,67,60,36,70,37,-5.09999999999865
986,475,462,229,459,263,-44.99999999999101
987,1366,948,652,1155,858,-38.099999999981264
988,1145,906,389,882,694,-77.09999999998075
989,791,984,201,918,729,-169.29999999996085
990,354,579,148,446,363,-95.39999999998307
991,544,406,273,317,311,-3.90000000000186
992,677,507,411,529,329,-4.399999999999849
993,324,512,164,317,150,-68.89999999999462
994,374,288,151,235,206,-13.499999999998415
995,220,147,124,132,127,4.19999999999872
997,873,840,452,845,656,-74.79999999998196
998,175,300,166,406,188,-49.899999999986285
999,411,410,209,372,289,-36.2999999999931
1001,1262,915,613,890,856,-23.199999999992045
1002,1710,1550,675,1360,1409,-139.99999999996714
1003,1693,1356,813,1274,1257,-66.69999999998223
1004,1338,1003,861,887,1055,16.699999999996237
1005,908,787,623,925,810,-34.49999999998485
1007,1439,1565,778,1592,1632,-172.69999999995065
1008,19,2,9,6,6,2.6999999999995885
1011,59,47,54,29,52,4.39999999999847
1013,1513,805,824,788,1255,76.29999999999322
1014,1640,850,768,864,1182,61.19999999999689
1015,1216,716,521,634,1293,19.20000000000782
1016,668,248,323,402,639,41.60000000000389
1017,1419,877,426,765,1556,-24.799999999978382
1018,487,651,281,655,822,-90.79999999997273
1019,631,631,377,559,784,-43.59999999998689
1020,1543,1190,564,1203,1562,-91.19999999996377
1021,953,1827,398,1078,1213,-298.29999999995687
1022,1695,1159,711,1092,1283,-29.299999999986255
1023,1131,929,586,739,907,-29.399999999995515
1024,675,611,375,436,514,-23.299999999999557
1025,590,640,369,534,768,-48.59999999998739
1026,447,352,125,279,393,-28.599999999992345
1027,207,172,110,123,316,-3.9999999999972218
1028,686,545,355,468,673,-16.199999999993864
1029,1134,807,511,768,1212,-22.599999999984092
